model_id,description,tags,downloads,likes,language
facebook/PE-Core-L14-336,zero-shot-image-classification,"perception-encoder, zero-shot-image-classification, arxiv:2504.13181, license:apache-2.0, region:us",7020,23,unknown
facebook/PE-Spatial-G14-448,image-feature-extraction,"perception-encoder, image-feature-extraction, arxiv:2504.13181, license:apache-2.0, region:us",1073,11,unknown
diffusion-cot/Reflection-Generator,,"safetensors, arxiv:2504.16080, region:us",0,5,unknown
tngtech/olmOCR-7B-faithful,image-text-to-text,"transformers, safetensors, qwen2_vl, image-text-to-text, conversational, en, base_model:allenai/olmOCR-7B-0225-preview, base_model:finetune:allenai/olmOCR-7B-0225-preview, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us",498,10,unknown
turboderp/Llama-3.3-Nemotron-Super-49B-v1-exl3,,"license:other, region:us",92,10,unknown
bartowski/THUDM_GLM-Z1-9B-0414-GGUF,text-generation,"gguf, text-generation, zh, en, base_model:THUDM/GLM-Z1-9B-0414, base_model:quantized:THUDM/GLM-Z1-9B-0414, license:mit, endpoints_compatible, region:us, conversational",6601,11,unknown
bartowski/THUDM_GLM-4-9B-0414-GGUF,text-generation,"gguf, text-generation, zh, en, base_model:THUDM/GLM-4-9B-0414, base_model:quantized:THUDM/GLM-4-9B-0414, license:mit, endpoints_compatible, region:us, conversational",12010,15,unknown
becruily/mel-band-roformer-karaoke,,region:us,0,7,unknown
remyxai/SpaceThinker-Qwen2.5VL-3B,image-text-to-text,"transformers, safetensors, gguf, qwen2_5_vl, image-text-to-text, remyx, qwen2.5-vl, spatial-reasoning, multimodal, vlm, vqasynth, thinking, reasoning, test-time-compute, robotics, embodied-ai, quantitative-spatial-reasoning, distance-estimation, conversational, en, dataset:remyxai/SpaceThinker, arxiv:2401.12168, arxiv:2409.09788, base_model:UCSC-VLAA/VLAA-Thinker-Qwen2.5VL-3B, base_model:quantized:UCSC-VLAA/VLAA-Thinker-Qwen2.5VL-3B, license:apache-2.0, model-index, text-generation-inference, endpoints_compatible, region:us",840,8,unknown
SciMaker/DeepR,,region:us,0,7,unknown
bartowski/google_gemma-3-27b-it-qat-GGUF,image-text-to-text,"gguf, gemma3, gemma, google, image-text-to-text, base_model:google/gemma-3-27b-it-qat-q4_0-unquantized, base_model:quantized:google/gemma-3-27b-it-qat-q4_0-unquantized, license:gemma, endpoints_compatible, region:us, imatrix, conversational",16247,32,unknown
zaydzuhri/softpick-340M-4096-model,,"safetensors, transformer, arxiv:2504.20966, region:us",42,3,unknown
Kwaipilot/SRPO-Qwen-32B,,"safetensors, qwen2, arxiv:2504.14286, base_model:Qwen/Qwen2.5-32B, base_model:finetune:Qwen/Qwen2.5-32B, license:mit, region:us",103,13,unknown
MrDragonFox/mOrpheus_3B-1Base_early_preview-v1-25000,,"safetensors, llama, unsloth, license:cc-by-nc-4.0, region:us",1516,15,unknown
Eviation/Flex.2-preview,text-to-image,"gguf, flex, flux, safetensors, text-to-image, base_model:ostris/Flex.2-preview, base_model:quantized:ostris/Flex.2-preview, license:apache-2.0, region:us",1051,4,unknown
diffbot/Llama-3.3-Diffbot-Small-XL-2504,,"safetensors, llama, base_model:meta-llama/Llama-3.3-70B-Instruct, base_model:finetune:meta-llama/Llama-3.3-70B-Instruct, license:llama3.3, region:us",12,7,unknown
mlx-community/Dia-1.6B-6bit,text-to-speech,"mlx, safetensors, text-to-speech, en, base_model:nari-labs/Dia-1.6B, base_model:quantized:nari-labs/Dia-1.6B, license:apache-2.0, 6-bit, region:us",120,5,unknown
Mungert/GLM-Z1-9B-0414-GGUF,text-generation,"transformers, gguf, text-generation, zh, en, arxiv:2406.12793, license:mit, endpoints_compatible, region:us, imatrix, conversational",2822,3,unknown
Shuu12121/CodeSearch-ModernBERT-Crow-Plus-1.0,sentence-similarity,"sentence-transformers, safetensors, modernbert, code, python, php, java, javascript, go, ruby, rust, sentence-similarity, en, dataset:Shuu12121/python-codesearch-filtered, dataset:Shuu12121/ruby-codesearch-filtered, dataset:Shuu12121/java-codesearch-filtered, dataset:Shuu12121/go-codesearch-filtered, dataset:Shuu12121/rust-codesearch-filtered, dataset:Shuu12121/javascript-codesearch-filtered, dataset:Shuu12121/php-codesearch-filtered, dataset:code-search-net/code_search_net, base_model:Shuu12121/CodeModernBERT-Crow, base_model:finetune:Shuu12121/CodeModernBERT-Crow, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",8,3,unknown
yamatazen/Gemma2-Snowflakes-9B,text-generation,"transformers, safetensors, gemma2, text-generation, mergekit, merge, conversational, en, ja, arxiv:2306.01708, base_model:AXCXEPT/EZO-Common-9B-gemma-2-it, base_model:merge:AXCXEPT/EZO-Common-9B-gemma-2-it, base_model:AXCXEPT/EZO-Humanities-9B-gemma-2-it, base_model:merge:AXCXEPT/EZO-Humanities-9B-gemma-2-it, base_model:allura-org/G2-9B-Aletheia-v1, base_model:merge:allura-org/G2-9B-Aletheia-v1, base_model:crestf411/gemma2-9B-sunfall-v0.5.2, base_model:merge:crestf411/gemma2-9B-sunfall-v0.5.2, base_model:gmonsoon/SahabatAI-Lion-9B-TIES-v1, base_model:merge:gmonsoon/SahabatAI-Lion-9B-TIES-v1, base_model:lemon07r/Gemma-2-Ataraxy-v4d-9B, base_model:merge:lemon07r/Gemma-2-Ataraxy-v4d-9B, base_model:mergekit-community/Tigers-Abliterated-9B, base_model:merge:mergekit-community/Tigers-Abliterated-9B, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",22,3,unknown
Ishan0612/biobert-ner-disease-ncbi,token-classification,"transformers, safetensors, bert, token-classification, medical-ner, biobert, healthcare, disease-extraction, named-entity-recognition, huggingface, ncbi-disease-dataset, biomedical-ner, healthcare-ai, en, dataset:ncbi/ncbi_disease, base_model:dmis-lab/biobert-base-cased-v1.1, base_model:finetune:dmis-lab/biobert-base-cased-v1.1, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",79,3,unknown
huihui-ai/Qwen2.5-0.5B-Instruct-abliterated-v3,text-generation,"safetensors, qwen2, chat, abliterated, uncensored, text-generation, conversational, zho, eng, fra, spa, por, deu, ita, rus, jpn, kor, vie, tha, ara, base_model:Qwen/Qwen2.5-0.5B-Instruct, base_model:finetune:Qwen/Qwen2.5-0.5B-Instruct, license:apache-2.0, region:us",54,3,unknown
RabotniKuma/Fast-OpenMath-Nemotron-14B,,"safetensors, qwen2, base_model:nvidia/OpenMath-Nemotron-14B, base_model:finetune:nvidia/OpenMath-Nemotron-14B, license:cc-by-4.0, region:us",14,3,unknown
XGenerationLab/XiYanSQL-QwenCoder-32B-2504,,"safetensors, qwen2, license:apache-2.0, region:us",43,3,unknown
DoppelReflEx/QWQ-32B-Dawnwhisper,text-generation,"transformers, safetensors, qwen2, text-generation, mergekit, merge, conversational, base_model:ArliAI/QwQ-32B-ArliAI-RpR-v3, base_model:merge:ArliAI/QwQ-32B-ArliAI-RpR-v3, base_model:Qwen/QwQ-32B, base_model:merge:Qwen/QwQ-32B, base_model:trashpanda-org/QwQ-32B-Snowdrop-v0, base_model:merge:trashpanda-org/QwQ-32B-Snowdrop-v0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",14,3,unknown
GuangyuanSD/REDiDreamviaHiDreami1Uncensored,,"gguf, license:apache-2.0, region:us",358,3,unknown
unsloth/Qwen3-8B,text-generation,"transformers, safetensors, qwen3, text-generation, unsloth, conversational, arxiv:2309.00071, base_model:Qwen/Qwen3-8B, base_model:finetune:Qwen/Qwen3-8B, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",790,3,unknown
exp-models/HyperCLOVA-X-SEED-Vision-Instruct-3B-Llamafied,,"safetensors, llama, base_model:naver-hyperclovax/HyperCLOVAX-SEED-Vision-Instruct-3B, base_model:finetune:naver-hyperclovax/HyperCLOVAX-SEED-Vision-Instruct-3B, license:other, region:us",110,3,unknown
NousResearch/DeepHermes-Financial-Fundamentals-Prediction-Specialist-Atropos,text-generation,"transformers, safetensors, llama, text-generation, Llama-3, Financial Analysis, RL, Atropos, Fundamentals Prediction, Nous Research, reasoning, reinforcement learning, json mode, conversational, en, base_model:meta-llama/Llama-3.1-8B, base_model:finetune:meta-llama/Llama-3.1-8B, license:llama3, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",14,3,unknown
yamatazen/SnowElf-12B,text-generation,"transformers, safetensors, mistral, text-generation, mergekit, merge, chatml, conversational, en, ja, arxiv:2306.01708, base_model:PocketDoc/Dans-PersonalityEngine-V1.1.0-12b, base_model:merge:PocketDoc/Dans-PersonalityEngine-V1.1.0-12b, base_model:inflatebot/MN-12B-Mag-Mell-R1, base_model:merge:inflatebot/MN-12B-Mag-Mell-R1, base_model:nbeerbower/mistral-nemo-gutenberg-12B-v4, base_model:merge:nbeerbower/mistral-nemo-gutenberg-12B-v4, base_model:yamatazen/HMS-Slerp-12B-v2, base_model:merge:yamatazen/HMS-Slerp-12B-v2, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",22,3,unknown
unsloth/Qwen3-32B-unsloth-bnb-4bit,text-generation,"transformers, safetensors, qwen3, text-generation, qwen, unsloth, conversational, en, arxiv:2309.00071, base_model:Qwen/Qwen3-32B, base_model:quantized:Qwen/Qwen3-32B, license:apache-2.0, autotrain_compatible, endpoints_compatible, 4-bit, bitsandbytes, region:us",1387,3,unknown
unsloth/Qwen3-1.7B,,"safetensors, qwen3, unsloth, base_model:Qwen/Qwen3-1.7B, base_model:finetune:Qwen/Qwen3-1.7B, region:us",318,3,unknown
chancharikm/qwen2.5-vl-7b-cam-motion-preview,video-text-to-text,"transformers, safetensors, qwen2_5_vl, image-text-to-text, llama-factory, full, generated_from_trainer, video-text-to-text, arxiv:2404.01291, arxiv:2504.15376, base_model:Qwen/Qwen2.5-VL-7B-Instruct, base_model:finetune:Qwen/Qwen2.5-VL-7B-Instruct, license:other, text-generation-inference, endpoints_compatible, region:us",646,3,unknown
Qnuk/Illustrious_Models_KawainuXL,,"image-generation, stable-diffusion, ja, license:creativeml-openrail-m, region:us",0,3,unknown
ibm-granite/granite-speech-3.3-2b,automatic-speech-recognition,"transformers, safetensors, granite_speech, automatic-speech-recognition, en, base_model:ibm-granite/granite-3.3-2b-instruct, base_model:finetune:ibm-granite/granite-3.3-2b-instruct, license:apache-2.0, endpoints_compatible, region:us",50,3,unknown
lmstudio-community/Qwen3-4B-GGUF,text-generation,"gguf, text-generation, base_model:Qwen/Qwen3-4B, base_model:quantized:Qwen/Qwen3-4B, endpoints_compatible, region:us, conversational",11313,3,unknown
lmstudio-community/Qwen3-14B-MLX-4bit,text-generation,"mlx, safetensors, qwen3, text-generation, conversational, base_model:Qwen/Qwen3-14B, base_model:quantized:Qwen/Qwen3-14B, license:apache-2.0, 4-bit, region:us",1693,3,unknown
mlx-community/Qwen3-4B-4bit,text-generation,"mlx, safetensors, qwen3, text-generation, conversational, base_model:Qwen/Qwen3-4B, base_model:quantized:Qwen/Qwen3-4B, license:apache-2.0, 4-bit, region:us",1177,3,unknown
mlx-community/Qwen3-235B-A22B-4bit,text-generation,"mlx, safetensors, qwen3_moe, text-generation, conversational, base_model:Qwen/Qwen3-235B-A22B, base_model:quantized:Qwen/Qwen3-235B-A22B, license:apache-2.0, 4-bit, region:us",519,3,unknown
Lucy-in-the-Sky/Dolphin-Mistral-24B-Venice-Edition-Q6_K-GGUF,,"gguf, llama-cpp, gguf-my-repo, base_model:cognitivecomputations/Dolphin-Mistral-24B-Venice-Edition, base_model:quantized:cognitivecomputations/Dolphin-Mistral-24B-Venice-Edition, license:apache-2.0, endpoints_compatible, region:us, conversational",119,3,unknown
mradermacher/GLM-4-32B-0414-abliterated-GGUF,,"transformers, gguf, abliterated, uncensored, zh, en, base_model:huihui-ai/GLM-4-32B-0414-abliterated, base_model:quantized:huihui-ai/GLM-4-32B-0414-abliterated, license:mit, endpoints_compatible, region:us, conversational",2086,3,unknown
roadus/Foundation-Sec-8B-Q8_0-GGUF,text-generation,"transformers, gguf, security, llama-cpp, gguf-my-repo, text-generation, en, base_model:fdtn-ai/Foundation-Sec-8B, base_model:quantized:fdtn-ai/Foundation-Sec-8B, license:apache-2.0, endpoints_compatible, region:us",299,3,unknown
khajaphysist/Qwen3-32B-FP8-Dynamic,,"safetensors, qwen3, base_model:Qwen/Qwen3-32B, base_model:quantized:Qwen/Qwen3-32B, license:mit, compressed-tensors, region:us",437,3,unknown
bullerwins/Qwen3-32B-awq,text-generation,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, base_model:Qwen/Qwen3-32B, base_model:quantized:Qwen/Qwen3-32B, license:apache-2.0, autotrain_compatible, endpoints_compatible, 4-bit, awq, region:us",714,3,unknown
mmnga/Qwen3-30B-A3B-gguf,,"gguf, en, ja, dataset:TFMC/imatrix-dataset-for-japanese-llm, base_model:Qwen/Qwen3-30B-A3B, base_model:quantized:Qwen/Qwen3-30B-A3B, license:apache-2.0, endpoints_compatible, region:us, imatrix, conversational",391,3,unknown
AlphaGaO/Qwen3-30B-A3B-GPTQ,text-generation,"transformers, safetensors, qwen3_moe, text-generation, conversational, arxiv:2309.00071, base_model:Qwen/Qwen3-30B-A3B-Base, base_model:quantized:Qwen/Qwen3-30B-A3B-Base, license:apache-2.0, autotrain_compatible, endpoints_compatible, 4-bit, gptq, region:us",1233,3,unknown
LatentWanderer/Qwen_Qwen3-32B-6.5bpw-h8-exl3,text-generation,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2309.00071, license:apache-2.0, autotrain_compatible, endpoints_compatible, exl3, region:us",27,3,unknown
facebook/blt-entropy,,"safetensors, facebook, meta-pytorch, blt, en, arxiv:2412.09871, license:other, region:us",7,3,unknown
sequelbox/Qwen3-8B-Esper3-PREVIEW,text-generation,"transformers, safetensors, qwen3, text-generation, conversational, base_model:Qwen/Qwen3-8B, base_model:finetune:Qwen/Qwen3-8B, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",21,3,unknown
justinjja/Qwen3-235B-A22B-INT4-W4A16,text-generation,"transformers, safetensors, qwen3_moe, text-generation, conversational, arxiv:2309.00071, base_model:Qwen/Qwen3-235B-A22B, base_model:quantized:Qwen/Qwen3-235B-A22B, license:apache-2.0, autotrain_compatible, endpoints_compatible, compressed-tensors, region:us",2322,3,unknown
mradermacher/Qwen3-235B-A22B-GGUF,,"transformers, en, base_model:Qwen/Qwen3-235B-A22B, base_model:finetune:Qwen/Qwen3-235B-A22B, license:apache-2.0, endpoints_compatible, region:us",0,3,unknown
Chun121/qwen3-4B-rpg-roleplay,text-generation,"transformers, safetensors, gguf, roleplay, conversational, lora, qwen, unsloth, fine-tuning, trl, colab, 4bit, text-generation, en, dataset:PJMixers-Dev/Gryphe-Aesir-RPG-Charcards-Opus-Mixed-split, license:apache-2.0, endpoints_compatible, region:us",223,3,unknown
lixiaoxi45/WebThinker-R1-7B,,"safetensors, qwen2, arxiv:2504.21776, license:apache-2.0, region:us",7,3,unknown
lixiaoxi45/WebThinker-R1-32B,,"safetensors, qwen2, arxiv:2504.21776, license:apache-2.0, region:us",9,3,unknown
NikolayKozloff/Phi-4-mini-reasoning-Q8_0-GGUF,text-generation,"transformers, gguf, nlp, math, code, llama-cpp, gguf-my-repo, text-generation, en, base_model:microsoft/Phi-4-mini-reasoning, base_model:quantized:microsoft/Phi-4-mini-reasoning, license:mit, endpoints_compatible, region:us, conversational",43,3,unknown
Ba2han/Qwen-3-14B-Gemini-v0.1,,"safetensors, qwen3, en, base_model:Qwen/Qwen3-14B, base_model:finetune:Qwen/Qwen3-14B, license:mit, region:us",0,3,unknown
aha2023/average_MOE_ICEdit-MoE-LoRA,,region:us,0,3,unknown
roslein/Qwen3-32B-abliterated,,"safetensors, qwen3, base_model:Qwen/Qwen3-32B, base_model:finetune:Qwen/Qwen3-32B, license:apache-2.0, region:us",0,3,unknown
google-bert/bert-base-cased,fill-mask,"transformers, pytorch, tf, jax, safetensors, bert, fill-mask, exbert, en, dataset:bookcorpus, dataset:wikipedia, arxiv:1810.04805, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",4160299,309,unknown
distilbert/distilbert-base-cased,fill-mask,"transformers, pytorch, tf, onnx, safetensors, distilbert, fill-mask, en, dataset:bookcorpus, dataset:wikipedia, arxiv:1910.01108, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",237759,45,unknown
distilbert/distilbert-base-uncased,fill-mask,"transformers, pytorch, tf, jax, rust, safetensors, distilbert, fill-mask, exbert, en, dataset:bookcorpus, dataset:wikipedia, arxiv:1910.01108, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",11188277,670,unknown
openai-community/gpt2-large,text-generation,"transformers, pytorch, tf, jax, rust, onnx, safetensors, gpt2, text-generation, en, arxiv:1910.09700, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",1044837,316,unknown
openai-community/gpt2-medium,text-generation,"transformers, pytorch, tf, jax, rust, onnx, safetensors, gpt2, text-generation, en, arxiv:1910.09700, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",603158,177,unknown
FacebookAI/roberta-large-mnli,text-classification,"transformers, pytorch, tf, jax, safetensors, roberta, text-classification, autogenerated-modelcard, en, dataset:multi_nli, dataset:wikipedia, dataset:bookcorpus, arxiv:1907.11692, arxiv:1806.02847, arxiv:1804.07461, arxiv:1704.05426, arxiv:1508.05326, arxiv:1809.05053, arxiv:1910.09700, license:mit, autotrain_compatible, endpoints_compatible, region:us",461793,175,unknown
FacebookAI/xlm-roberta-base,fill-mask,"transformers, pytorch, tf, jax, onnx, safetensors, xlm-roberta, fill-mask, exbert, multilingual, af, am, ar, as, az, be, bg, bn, br, bs, ca, cs, cy, da, de, el, en, eo, es, et, eu, fa, fi, fr, fy, ga, gd, gl, gu, ha, he, hi, hr, hu, hy, id, is, it, ja, jv, ka, kk, km, kn, ko, ku, ky, la, lo, lt, lv, mg, mk, ml, mn, mr, ms, my, ne, nl, no, om, or, pa, pl, ps, pt, ro, ru, sa, sd, si, sk, sl, so, sq, sr, su, sv, sw, ta, te, th, tl, tr, ug, uk, ur, uz, vi, xh, yi, zh, arxiv:1911.02116, license:mit, autotrain_compatible, endpoints_compatible, region:us",9785866,665,unknown
EleutherAI/gpt-neo-1.3B,text-generation,"transformers, pytorch, jax, rust, safetensors, gpt_neo, text-generation, text generation, causal-lm, en, dataset:EleutherAI/pile, arxiv:2101.00027, license:mit, autotrain_compatible, endpoints_compatible, region:us",209077,299,unknown
SEBIS/code_trans_t5_base_api_generation,summarization,"transformers, pytorch, jax, t5, feature-extraction, summarization, text-generation-inference, endpoints_compatible, region:us",120,4,unknown
bhadresh-savani/distilbert-base-uncased-emotion,text-classification,"transformers, pytorch, tf, jax, safetensors, distilbert, text-classification, emotion, en, dataset:emotion, arxiv:1910.01108, license:apache-2.0, model-index, autotrain_compatible, endpoints_compatible, region:us",100729,141,unknown
facebook/wav2vec2-large-xlsr-53,,"transformers, pytorch, jax, wav2vec2, pretraining, speech, multilingual, dataset:common_voice, arxiv:2006.13979, license:apache-2.0, endpoints_compatible, region:us",102472,136,unknown
google/byt5-xxl,text2text-generation,"transformers, pytorch, tf, t5, text2text-generation, multilingual, af, am, ar, az, be, bg, bn, ca, ceb, co, cs, cy, da, de, el, en, eo, es, et, eu, fa, fi, fil, fr, fy, ga, gd, gl, gu, ha, haw, hi, hmn, ht, hu, hy, ig, is, it, iw, ja, jv, ka, kk, km, kn, ko, ku, ky, la, lb, lo, lt, lv, mg, mi, mk, ml, mn, mr, ms, mt, my, ne, nl, no, ny, pa, pl, ps, pt, ro, ru, sd, si, sk, sl, sm, sn, so, sq, sr, st, su, sv, sw, ta, te, tg, th, tr, uk, und, ur, uz, vi, xh, yi, yo, zh, zu, dataset:mc4, arxiv:1907.06292, arxiv:2105.13626, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",1709,19,unknown
google/mobilebert-uncased,,"transformers, pytorch, tf, rust, mobilebert, pretraining, en, license:apache-2.0, endpoints_compatible, region:us",174439,55,unknown
google/tapas-base-finetuned-wtq,table-question-answering,"transformers, pytorch, tf, tapas, table-question-answering, en, dataset:wikitablequestions, arxiv:2004.02349, arxiv:2010.00571, arxiv:1508.00305, license:apache-2.0, endpoints_compatible, region:us",19567,219,unknown
keras-io/low-light-image-enhancement,image-to-image,"tf-keras, image-to-image, license:apache-2.0, region:us",38,83,unknown
microsoft/Multilingual-MiniLM-L12-H384,text-classification,"transformers, pytorch, tf, jax, bert, text-classification, multilingual, en, ar, bg, de, el, es, fr, hi, ru, sw, th, tr, ur, vi, zh, arxiv:2002.10957, arxiv:1809.05053, arxiv:1911.02116, arxiv:1910.07475, license:mit, endpoints_compatible, region:us",23828,85,unknown
microsoft/deberta-v3-large,fill-mask,"transformers, pytorch, tf, deberta-v2, deberta, deberta-v3, fill-mask, en, arxiv:2006.03654, arxiv:2111.09543, license:mit, endpoints_compatible, region:us",339838,214,unknown
microsoft/trocr-base-handwritten,image-to-text,"transformers, pytorch, safetensors, vision-encoder-decoder, image-text-to-text, trocr, image-to-text, arxiv:2109.10282, license:mit, endpoints_compatible, region:us",218550,406,unknown
microsoft/trocr-small-handwritten,image-to-text,"transformers, pytorch, vision-encoder-decoder, image-text-to-text, trocr, image-to-text, arxiv:2109.10282, endpoints_compatible, region:us",531346,47,unknown
nlptown/bert-base-multilingual-uncased-sentiment,text-classification,"transformers, pytorch, tf, jax, safetensors, bert, text-classification, en, nl, de, fr, it, es, doi:10.57967/hf/1515, license:mit, autotrain_compatible, endpoints_compatible, region:us",1737561,372,unknown
papluca/xlm-roberta-base-language-detection,text-classification,"transformers, pytorch, tf, safetensors, xlm-roberta, text-classification, generated_from_trainer, multilingual, ar, bg, de, el, en, es, fr, hi, it, ja, nl, pl, pt, ru, sw, th, tr, ur, vi, zh, dataset:papluca/language-identification, arxiv:1911.02116, base_model:FacebookAI/xlm-roberta-base, base_model:finetune:FacebookAI/xlm-roberta-base, doi:10.57967/hf/2064, license:mit, autotrain_compatible, endpoints_compatible, region:us",2081239,334,unknown
ai-forever/sbert_large_nlu_ru,feature-extraction,"transformers, pytorch, safetensors, bert, feature-extraction, PyTorch, Transformers, ru, license:mit, text-embeddings-inference, endpoints_compatible, region:us",374186,86,unknown
sentence-transformers/distiluse-base-multilingual-cased-v2,sentence-similarity,"sentence-transformers, pytorch, tf, onnx, safetensors, openvino, distilbert, feature-extraction, sentence-similarity, multilingual, ar, bg, ca, cs, da, de, el, en, es, et, fa, fi, fr, gl, gu, he, hi, hr, hu, hy, id, it, ja, ka, ko, ku, lt, lv, mk, mn, mr, ms, my, nb, nl, pl, pt, ro, ru, sk, sl, sq, sr, sv, th, tr, uk, ur, vi, arxiv:1908.10084, license:apache-2.0, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",1549006,180,unknown
shibing624/text2vec-base-chinese,sentence-similarity,"sentence-transformers, pytorch, onnx, safetensors, openvino, bert, Sentence Transformers, sentence-similarity, zh, dataset:shibing624/nli_zh, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us",563806,719,unknown
siebert/sentiment-roberta-large-english,text-classification,"transformers, pytorch, tf, jax, roberta, text-classification, sentiment, twitter, reviews, siebert, en, arxiv:1907.11692, autotrain_compatible, endpoints_compatible, region:us",99990,135,unknown
spacy/en_core_web_sm,token-classification,"spacy, token-classification, en, license:mit, model-index, region:us",2483,53,unknown
uer/gpt2-chinese-cluecorpussmall,text-generation,"transformers, pytorch, tf, jax, gpt2, text-generation, zh, dataset:CLUECorpusSmall, arxiv:1909.05658, arxiv:2212.06385, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",38021,209,unknown
Helsinki-NLP/opus-mt-tc-big-en-pt,translation,"transformers, pytorch, tf, safetensors, marian, text2text-generation, translation, opus-mt-tc, tc, big, en, pt, license:cc-by-4.0, model-index, autotrain_compatible, endpoints_compatible, region:us",64554,30,unknown
facebook/opt-350m,text-generation,"transformers, pytorch, tf, jax, opt, text-generation, en, arxiv:2205.01068, arxiv:2005.14165, license:other, autotrain_compatible, text-generation-inference, region:us",287903,143,unknown
d4data/biomedical-ner-all,token-classification,"transformers, pytorch, safetensors, distilbert, token-classification, Token Classification, en, license:apache-2.0, co2_eq_emissions, autotrain_compatible, endpoints_compatible, region:us",37663,166,unknown
jonathandinu/face-parsing,image-segmentation,"transformers, pytorch, onnx, safetensors, segformer, vision, image-segmentation, nvidia/mit-b5, transformers.js, en, dataset:celebamaskhq, arxiv:2105.15203, endpoints_compatible, region:us",331661,158,unknown
nvidia/speakerverification_en_titanet_large,,"nemo, speaker, speech, audio, speaker-verification, speaker-recognition, speaker-diarization, titanet, NeMo, pytorch, en, dataset:VOXCELEB-1, dataset:VOXCELEB-2, dataset:FISHER, dataset:switchboard, dataset:librispeech_asr, dataset:SRE, license:cc-by-4.0, model-index, region:us",1073079,84,unknown
microsoft/conditional-detr-resnet-50,object-detection,"transformers, pytorch, safetensors, conditional_detr, object-detection, vision, dataset:coco, arxiv:2108.06152, license:apache-2.0, endpoints_compatible, region:us",5235,12,unknown
law-ai/InLegalBERT,fill-mask,"transformers, pytorch, bert, pretraining, legal, fill-mask, en, arxiv:2209.06049, arxiv:2112.14731, arxiv:1911.05405, arxiv:2105.13562, license:mit, endpoints_compatible, region:us",818100,78,unknown
openai/whisper-tiny,automatic-speech-recognition,"transformers, pytorch, tf, jax, safetensors, whisper, automatic-speech-recognition, audio, hf-asr-leaderboard, en, zh, de, es, ru, ko, fr, ja, pt, tr, pl, ca, nl, ar, sv, it, id, hi, fi, vi, he, uk, el, ms, cs, ro, da, hu, ta, no, th, ur, hr, bg, lt, la, mi, ml, cy, sk, te, fa, lv, bn, sr, az, sl, kn, et, mk, br, eu, is, hy, ne, mn, bs, kk, sq, sw, gl, mr, pa, si, km, sn, yo, so, af, oc, ka, be, tg, sd, gu, am, yi, lo, uz, fo, ht, ps, tk, nn, mt, sa, lb, my, bo, tl, mg, as, tt, haw, ln, ha, ba, jw, su, arxiv:2212.04356, license:apache-2.0, model-index, endpoints_compatible, region:us",314181,319,unknown
waifu-research-department/Inugami-Korone,,region:us,0,4,unknown
stabilityai/sd-vae-ft-mse,,"diffusers, safetensors, stable-diffusion, stable-diffusion-diffusers, license:mit, region:us",125544,379,unknown
nitrosocke/disco-elysium,,"license:creativeml-openrail-m, region:us",0,68,unknown
google/flan-t5-xxl,text2text-generation,"transformers, pytorch, tf, jax, safetensors, t5, text2text-generation, en, fr, ro, de, multilingual, dataset:svakulenk0/qrecc, dataset:taskmaster2, dataset:djaym7/wiki_dialog, dataset:deepmind/code_contests, dataset:lambada, dataset:gsm8k, dataset:aqua_rat, dataset:esnli, dataset:quasc, dataset:qed, arxiv:2210.11416, arxiv:1910.09700, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us",148925,1240,unknown
pritamdeka/BioBERT-mnli-snli-scinli-scitail-mednli-stsb,sentence-similarity,"sentence-transformers, pytorch, bert, feature-extraction, sentence-similarity, transformers, license:cc-by-nc-3.0, autotrain_compatible, text-embeddings-inference, endpoints_compatible, region:us",49882,45,unknown
prompthero/openjourney,text-to-image,"diffusers, safetensors, stable-diffusion, text-to-image, en, license:creativeml-openrail-m, autotrain_compatible, endpoints_compatible, diffusers:StableDiffusionPipeline, region:us",14216,3130,unknown
google/mobilenet_v2_1.0_224,image-classification,"transformers, pytorch, safetensors, mobilenet_v2, image-classification, vision, dataset:imagenet-1k, arxiv:1801.04381, license:other, autotrain_compatible, endpoints_compatible, region:us",73870,29,unknown
